Title,Title_URL,Image,Tag_URL,Tag,jsteaserstandfirstlink,jsteaserstandfirstlink1,Time
Reckitt Benckiser benefits from fresh target talk,https://www.ft.com/content/c6439218-5c94-11e5-9846-de406ccb37f2,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...Having last year had its takeover of AstraZeneca blocked, Pfizer has reportedly been investigating breaking up its business....",AstraZeneca,"SEPTEMBER 16, 2015"
Big UK companies halve provisions for disputed tax bills,https://www.ft.com/content/e6760e46-524c-11e5-8642-453585f2cfcd,,https://www.ft.com/uk-economy,UK economy,"...AstraZeneca, the pharmaceutical company, estimated its worldwide exposure to transfer pricing audits at $595m (£382m) at the end of 2014, up by $72m over the year....",AstraZeneca,"SEPTEMBER 6, 2015"
AstraZeneca: filling a hole,https://www.ft.com/content/3043fde8-5307-11e5-8642-453585f2cfcd,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...The company had very good news on Friday, when US regulators gave expanded approval to Brilinta, an anti-clotting drug that is one of the most crucial in AstraZeneca’s pipeline....",AstraZeneca’s,"SEPTEMBER 4, 2015"
AstraZeneca wins FDA approval for expanded use of blood thinner,https://www.ft.com/content/6409cde0-52cd-11e5-b029-b9d50a74fd14,,https://www.ft.com/uk-companies,UK companies,...But there was a chance for AstraZeneca to “change that perception in coming years”....,AstraZeneca,"SEPTEMBER 4, 2015"
FT Opening Quote – bwin recommends £1.1bn GVC bid,https://www.ft.com/content/d18924c3-a025-3e85-bde7-c567bbb97614,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...The FDA has approved widened use of Brilinta, a flagship heart disease drug developed by AstraZeneca....",AstraZeneca,"SEPTEMBER 4, 2015"
Woodford trust to issue more shares,https://www.ft.com/content/a036ade0-4014-11e5-b98b-87c7270955cf,,https://www.ft.com/investments,Investments,"...It also holds big listed companies such as AstraZeneca, GlaxoSmithKline, Legal & General and Rolls-Royce....",AstraZeneca,"AUGUST 11, 2015"
AstraZeneca beats earnings expectations despite strong dollar,https://www.ft.com/content/da311cd4-3686-11e5-b05b-b01debd57852,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca’s results echoed those of GlaxoSmithKline, which on Wednesday reported second-quarter figures....",AstraZeneca’s,"JULY 30, 2015"
FT Opening Quote – Banks challenged on Super Thursday of results,https://www.ft.com/content/ddb57a0d-3f25-3334-b57a-c967c59c0a4c,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...InBev, Santander, Deutsche Bank, Sanofi, Renault, Accor, Swiss Re and Lufthansa then moved on to the UK where RBS, Centrica, Shell, Rolls-Royce, BAE Systems, Intercontinental Hotels, Smith & Nephew and AstraZeneca...",AstraZeneca,"JULY 30, 2015"
Pfizer chief executive has ‘sufficient courage’ to pursue deals,https://www.ft.com/content/ee74e4e6-3541-11e5-bdbb-35e55cbae175,,https://www.ft.com/us-companies,US & Canadian companies,...Pfizer has been on the hunt for targets since its botched takeover attempt of AstraZeneca in 2014....,AstraZeneca,"JULY 28, 2015"
Allergan signals appetite for new mega deal after $41bn disposal,https://www.ft.com/content/2bd1061a-3495-11e5-bdbb-35e55cbae175,,https://www.ft.com/us-companies,US & Canadian companies,"...Some analysts noted that a cash-rich Allergan without generics could be an even more attractive target for Pfizer, which has been scouting for a deal since its botched pursuit of Britain’s AstraZeneca....",AstraZeneca,"JULY 27, 2015"
GlaxoSmithKline: dose of reality,https://www.ft.com/content/ed20b49a-3202-11e5-91ac-a5e17d9b4cff,,https://www.ft.com/uk-companies,UK companies,"...Putting the company up for sale is possible, but would be a political minefield — witness the furore around Pfizer’s bid for Glaxo’s UK rival AstraZeneca....",AstraZeneca,"JULY 24, 2015"
AstraZeneca suffers setback after drug fails to treat eye cancer,https://www.ft.com/content/b891cb34-308a-11e5-8873-775ba7c2ea3d,,https://www.ft.com/european-companies,European companies,...Analysts said at the time that AstraZeneca had little margin for error in its drug development pipeline if it were to stand any chance of meeting the goal....,AstraZeneca,"JULY 22, 2015"
Record fundraising bolster UK’s biotech challengers,https://www.ft.com/content/4e03c962-2f9e-11e5-91ac-a5e17d9b4cff,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...some such as Gilead, Biogen and Celgene with billions of dollars in annual revenues — the UK has had less success in expanding the sector beyond its two big pharmaceuticals groups, GlaxoSmithKline and AstraZeneca...",AstraZeneca,"JULY 21, 2015"
Pfizer ranked top foreign research partner for UK academics,https://www.ft.com/content/985be59e-2bb6-11e5-8613-e7aedbb7bdb7,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F83a0fcd4-c356-11e4-8fa9-00144feab7de?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/us-companies,US & Canadian companies,"...BAESystems and Unilever were the only other UK companies in the top 10 besides GSK, Rolls-Royce and AstraZeneca....",AstraZeneca,"JULY 19, 2015"
Cautionary tale as Receptos benefits from buying frenzy,https://www.ft.com/content/82784d12-2b39-11e5-acfb-cbd2e1c81cca,,https://www.ft.com/us-companies,US & Canadian companies,"...It also has partnerships with AstraZeneca, GlaxoSmithKline and Roche....",AstraZeneca,"JULY 17, 2015"
Indefensible secrets on women’s pay,https://www.ft.com/content/d06282b2-2b03-11e5-acfb-cbd2e1c81cca,,https://www.ft.com/andrew-hill,Andrew Hill,"...The very few UK companies that are already publicising their gender pay gap — including PwC, AstraZeneca and Tesco — are doing the minimum necessary....",AstraZeneca,"JULY 17, 2015"
Immunocore in record European biotech raising,https://www.ft.com/content/12fe020a-2b12-11e5-acfb-cbd2e1c81cca,,https://www.ft.com/uk-companies,UK companies,"...Immunocore also has partnerships with AstraZeneca, GlaxoSmithKline and Roche but Mr Forster said the fundraising ensured the company would be able to keep developing its most valuable “crown jewels” itself...",AstraZeneca,"JULY 16, 2015"
"Sir John Buchanan, scientist and finance chief, 1943-2015",https://www.ft.com/content/1fea290a-2a43-11e5-8613-e7aedbb7bdb7,,https://www.ft.com/world,World,...At various points Buchanan was also deputy chairman at Vodafone and on the boards of AstraZeneca and Alliance Boots....,AstraZeneca,"JULY 14, 2015"
BP: Into uncharted waters,https://www.ft.com/content/0a71ce8c-24b9-11e5-9c4e-a775d2b173ca,,https://www.ft.com/the-big-read,The Big Read,"...Bruised by US drug group Pfizer’s bid for Anglo-Swedish AstraZeneca last year, when ministers promoted the deal only to find themselves on the wrong side of public opinion, Number 10 has let it be known...",AstraZeneca,"JULY 9, 2015"
AstraZeneca sells gastro drug for $215m to Swiss group Tillotts,https://www.ft.com/content/5d04506c-263e-11e5-9c4e-a775d2b173ca,,https://www.ft.com/uk-companies,UK companies,"...However, Alistair Campbell, analyst at Berenberg, wrote in a report this week that investors were underestimating AstraZeneca’s potential....",AstraZeneca’s,"JULY 9, 2015"
UK life sciences funding at 10-year high,https://www.ft.com/content/d477e87e-24d7-11e5-9c4e-a775d2b173ca,,https://www.ft.com/us-presidential-election,US presidential election,"...Entrepreneurs have long bemoaned a shortage of risk capital to help commercialise breakthroughs from the strong UK science base and reduce dependence on the country’s two big pharma groups, GlaxoSmithKline and AstraZeneca...",AstraZeneca,"JULY 8, 2015"
It’s 30m to One as watchdog breaks taboo and blames customers,https://www.ft.com/content/2e6fd36e-248d-11e5-9c4e-a775d2b173ca,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...The Brit has deep contacts that help her reel in advisory mandates for the likes of AstraZeneca and BG. “She walks through brick walls for clients,” an acquaintance says....",AstraZeneca,"JULY 7, 2015"
European pharma groups paid $1.5bn to US doctors in 2014,https://www.ft.com/content/ddb63122-2101-11e5-aa5a-398b2169cf79,,https://www.ft.com/us-presidential-election,US presidential election,"...AstraZeneca’s spend of $184m was less than GSK’s overall, although it spent more than twice the amount, $74m, on non-research payments....",AstraZeneca’s,"JULY 5, 2015"
AstraZeneca rises on drug pipeline hopes,https://www.ft.com/content/7b566eee-20d8-11e5-ab0f-6bb9974f25d0,,https://www.ft.com/uk-equities,UK equities,...AstraZeneca was among the gainers on Thursday after Berenberg said the market had grown too pessimistic about its oncology pipeline....,AstraZeneca,"JULY 2, 2015"
Home Retail buoyed by broker upgrade,https://www.ft.com/content/d672c2d6-1f49-11e5-ab0f-6bb9974f25d0,,https://www.ft.com/uk-equities,UK equities,...AstraZeneca fell 1.9 per cent to £40.19 — its lowest level since last April when Pfizer first confirmed it had made a takeover offer that it raised a month later to £55 a share....,AstraZeneca,"JUNE 30, 2015"
Pharmaceutical pollution in India is bitter pill for Nordea,https://www.ft.com/content/b0121282-1679-11e5-b07f-00144feabdc0,,https://www.ft.com/fund-management,Fund management,"...AstraZeneca, Pfizer and others are not aware of the seriousness of it. They are quite ignorant.”

AstraZeneca and Pfizer declined to comment....",AstraZeneca,"JUNE 21, 2015"
US companies regain their appetite for tax inversion deals,https://www.ft.com/content/da02654e-12ad-11e5-8cd7-00144feabdc0,,https://www.ft.com/us-presidential-election,US presidential election,"...When asked in April about the possibility of Pfizer seeking another tax inversion deal after its unsuccessful attempts to buy the UK’s AstraZeneca last year, the company said it was focused on reducing its...",AstraZeneca,"JUNE 15, 2015"
FRC signals tougher guidelines on succession planning,https://www.ft.com/content/5032419e-0b92-11e5-8937-00144feabdc0,,https://www.ft.com/retail-consumer,Retail & Consumer industry,"...These include Pascal Soriot at AstraZeneca, Richard Cousins at Compass, Tony Habgood at Reed Elsevier and Moya Greene at Royal Mail....",AstraZeneca,"JUNE 7, 2015"
Cancer treatment: Healing powers,https://www.ft.com/content/db1f47c6-0b64-11e5-994d-00144feabdc0,,https://www.ft.com/the-big-read,The Big Read,"...Pascal Soriot, chief executive of AstraZeneca, one of the drug companies most active in oncology, captured the general mood. “I think what we see here is a transformational shift,” he says....",AstraZeneca,"JUNE 5, 2015"
The unhealthily high price of cancer drugs,https://www.ft.com/content/9033f5fc-09d6-11e5-b6bd-00144feabdc0,,https://www.ft.com/john-gapper,John Gapper,"...The National Institute for Health and Care Excellence (Nice) has rejected olaparib, an ovarian cancer treatment produced by AstraZeneca....",AstraZeneca,"JUNE 3, 2015"
AstraZeneca chief warns UK ‘falling behind’ in cancer care,https://www.ft.com/content/a93c33b2-08cc-11e5-b38c-00144feabdc0,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca’s chief executive has warned that the UK is “falling behind” in cancer care and questioned the government’s commitment to innovation, after an ovarian cancer drug developed by British scientists...",AstraZeneca’s,"JUNE 2, 2015"
Financial pressure is a mind-altering drug for NHS and AstraZeneca,https://www.ft.com/content/93812c02-08ff-11e5-881f-00144feabdc0,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...With AstraZeneca’s shares now 21 per cent below Pfizer’s bid price, Mr Soriot needs to demonstrate better progress....",AstraZeneca’s,"JUNE 2, 2015"
Clinical trials show cancer drug combo boosts survival rate,https://www.ft.com/content/6703bf00-0742-11e5-80e7-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...A smaller, early-stage study of 100 patients tested a combination of two AstraZeneca immunotherapies in lung cancer patients....",AstraZeneca,"MAY 31, 2015"
Doctors hail new front in fight against cancer,https://www.ft.com/content/c130d30c-0556-11e5-8612-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,...AstraZeneca said on Friday it would carry out trials of its widely anticipated MEDI4736 immunotherapy in combination with an older drug from Eli Lilly....,AstraZeneca,"MAY 29, 2015"
Novel cancer drugs tipped to boost drug sales,https://www.ft.com/content/074c1b62-05c0-11e5-b676-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,"...Merck KGaA of Germany and Pfizer are also partnering to develop a PDL-1, while AstraZeneca is also testing a handful of promising immunotherapies....",AstraZeneca,"MAY 29, 2015"
Fifa: Grand Theft Football,https://www.ft.com/content/fc945dbc-0522-11e5-8612-00144feabdc0,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,...A similar episode involving the UK Takeover Panel helped scupper Pfizer’s £70bn bid for AstraZeneca last year. The difference is that Aer Lingus has recommended IAG’s offer....,AstraZeneca,"MAY 28, 2015"
Pfizer and AstraZeneca: one year after deal that never was,https://www.ft.com/content/e8320ccc-0327-11e5-8333-00144feabdc0,,https://www.ft.com/us-companies,US & Canadian companies,...It is a year this week since Pfizer admitted defeat in its £69.4bn hostile pursuit of AstraZeneca....,AstraZeneca,"MAY 26, 2015"
First Solar’s shine dims on downgrade,https://www.ft.com/content/fffea3f8-03bb-11e5-a70f-00144feabdc0,,https://www.ft.com/us-equities,US equities,...AstraZeneca said it would announce its decision on the future development of the treatment as soon as possible....,AstraZeneca,"MAY 26, 2015"
GSK unmoved by broker talk of takeover,https://www.ft.com/content/a3146e3e-ff10-11e4-84b2-00144feabdc0,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,...“We anticipate that government resistance to preserve GSK as an independent listed company is materially higher than it was with AstraZeneca given the much larger UK infrastructure and GSK’s status as the...,AstraZeneca,"MAY 20, 2015"
Fund houses back the boss too often,https://www.ft.com/content/f01b1f7c-fb1c-11e4-9fe6-00144feab7de,,https://www.ft.com/fund-management,Fund management,...A significant proportion of investors (43 per cent) at AstraZeneca also rejected the re-election of Jean-Philippe Courtois as a board member after he failed to attend four of 11 board meetings....,AstraZeneca,"MAY 17, 2015"
The drugs to watch in fight against cancer,https://www.ft.com/content/2e3a038c-fa72-11e4-a41c-00144feab7de,,https://www.ft.com/us-companies,US & Canadian companies,"...Tremelimumab and MEDI4736 (AstraZeneca)

Compared to Bristol-Myers and Merck, AstraZeneca is a laggard in this race....",AstraZeneca,"MAY 15, 2015"
"Boardroom trades, May 9",https://www.ft.com/content/1f8f21f0-f4b4-11e4-8a42-00144feab7de,,https://www.ft.com/investments,Investments,...The board table at AstraZeneca is chock-full of non-executives: only two executive directors have places on the board at the blue-chip pharmaceutical group....,AstraZeneca,"MAY 8, 2015"
